source_id,ra,ra_error,dec,dec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,a_g_val,e_bp_min_rp_val
17461235,235.033903184028,0.55885005,11.656355079076764,0.4947372,183.41652,0.6925698,20.029804,78.148796,3.8960478,20.619095,124.96885,7.7330356,19.519896,0.1181698,0.0590849
17461236,235.3625187536883,0.55111796,10.17285330839536,0.47847602,191.83464,0.70585585,19.981083,83.0617,3.9849427,20.552898,129.37283,7.837456,19.482292,0.120535925,0.060267963
17461237,234.6731899548281,0.64422405,10.64632861500234,0.56155974,161.07076,0.6891175,20.170858,70.202965,3.9869132,20.735512,108.26307,7.8133464,19.6757,0.1308453,0.06542265
17461238,235.15193037718865,0.51071155,11.073562798310306,0.448634,204.6798,0.70620406,19.910713,88.11643,3.9423335,20.488758,138.5577,7.776036,19.407824,0.12880316,0.06440158
17461239,235.4504632633855,0.63594353,10.997359337690929,0.55866724,161.39029,0.6856079,20.168707,70.5422,3.9712012,20.730278,108.25451,7.77151,19.675785,0.11688061,0.058440305
17461243,236.29076743212443,0.49405527,11.098546739495877,0.4359812,210.7409,0.7068744,19.879028,90.74143,3.9315345,20.456886,142.64275,7.7532673,19.376276,0.12794332,0.06397166
17461244,235.19288156974946,0.5974384,11.820451093932203,0.5304451,169.84209,0.68480915,20.113287,74.03687,3.9387698,20.67778,114.14665,7.716433,19.618242,0.1301274,0.0650637
17461246,235.76481823875974,0.6323493,11.106352203971767,0.5570054,161.71552,0.6845226,20.166521,70.59773,3.9616117,20.729424,108.56935,7.757307,19.672632,0.12290767,0.061453834
17461247,235.92428712111771,0.58121026,10.044229896780974,0.50472885,181.01836,0.7005607,20.044094,78.61129,3.9925745,20.612688,121.990265,7.83484,19.546087,0.14868465,0.074342325
17461248,235.93051757983503,0.515524,10.850913734635991,0.45275098,202.70914,0.7053951,19.921217,86.345955,3.9215603,20.510796,138.25809,7.777609,19.410173,0.12347636,0.06173818
17461249,234.5957863495198,0.630019,11.348397334525815,0.5544132,162.60146,0.6853972,20.16059,70.91122,3.962293,20.724613,109.24621,7.7624106,19.665884,0.12800121,0.06400061
17461250,235.67651603858073,0.62715894,10.512020901733106,0.5476857,165.32652,0.6903014,20.142544,71.91698,3.978427,20.709322,111.28119,7.803352,19.645845,0.1404718,0.0702359
17461251,234.66502145351316,0.6147433,11.218792027544897,0.5401319,167.36421,0.6884045,20.129244,72.35354,3.9459329,20.702751,112.99702,7.770696,19.629232,0.12827036,0.06413518
17461253,234.4191332384043,0.68268156,11.830736220579341,0.6044326,147.83545,0.6755067,20.263954,64.40013,3.942728,20.829184,99.405556,7.731499,19.768373,0.13346668,0.06673334
17461254,234.4692645573803,0.53365654,11.19738811882339,0.4684002,195.33661,0.7022057,19.961441,84.77587,3.960968,20.53072,131.55887,7.77868,19.4641,0.1279351,0.06396755
17461258,235.50777832273087,0.5864985,11.573666806376247,0.5195334,173.9326,0.6877945,20.087448,74.02738,3.8935018,20.67792,118.700005,7.7291045,19.575773,0.12755331,0.06377666
17461261,235.2005898445787,0.49489135,10.35784591676923,0.43050638,215.09764,0.71587396,19.856812,92.434814,3.9670916,20.436811,145.79713,7.8308134,19.352528,0.13773099,0.06886549
17461262,235.3730121819879,0.5109437,10.482786832824017,0.44552186,206.92561,0.7108595,19.898865,89.79868,3.9835622,20.468225,139.52074,7.8159986,19.400303,0.15215895,0.07607947
17461263,235.71208855714158,0.6101631,10.964028533014321,0.53628653,168.67151,0.6888765,20.120796,71.85496,3.9152136,20.710258,115.03396,7.7694592,19.609835,0.12294697,0.061473485
17461266,234.9694295903824,0.36840448,10.846578621344369,0.32238185,295.2193,0.74405485,19.513039,140.19025,4.1683664,19.984606,185.87984,7.8159614,19.08882,0.14359295,0.07179648
17461268,234.33168134229714,0.3965715,10.359655928404184,0.34388167,275.74197,0.7400585,19.587143,131.4694,4.198532,20.054338,173.03964,7.8607554,19.166536,0.12297503,0.061487515
17461269,235.38857943746612,0.48192182,10.682483051290523,0.42140827,219.2472,0.7152373,19.836065,104.99335,4.174551,20.298496,137.2666,7.8032217,19.417988,0.12194971,0.060974855
17461270,235.06379242417205,0.43752047,11.329343323120296,0.38559228,241.00627,0.7162162,19.73333,112.766426,4.1056876,20.220951,153.41641,7.7662687,19.29722,0.12652874,0.06326437
17461273,235.7661539080013,0.37390283,11.084473099674728,0.32925308,287.4199,0.73744434,19.542109,137.0387,4.1566987,20.009293,180.36664,7.780481,19.12151,0.12293168,0.06146584
17461275,235.1555872496548,0.429168,11.864061486603266,0.38122502,243.10635,0.7134365,19.72391,115.75055,4.120938,20.192593,152.73314,7.725409,19.302067,0.13000879,0.06500439
17461276,235.55013023934936,0.4364494,10.594997129838513,0.38140705,244.79875,0.7220783,19.716377,117.220634,4.181257,20.17889,153.27339,7.811231,19.298233,0.12232921,0.061164606
17461277,234.33036815968458,0.47907546,10.682356693571942,0.4172762,222.07658,0.71850586,19.822144,105.14061,4.159744,20.296974,140.10684,7.825113,19.395752,0.14110923,0.070554614
17461278,235.2173902097709,0.45741582,11.02818059031103,0.40165925,230.68924,0.71849495,19.780832,110.32025,4.162177,20.244762,144.59552,7.782748,19.361513,0.12897536,0.06448768
17461279,235.66083238394964,0.41504565,11.173769853869798,0.3657993,255.42395,0.7227232,19.670246,121.531845,4.1423316,20.139675,160.4861,7.768403,19.248306,0.11558344,0.05779172
17461280,235.60338002666077,0.42348075,10.362676762647869,0.3689528,254.38953,0.72796756,19.674652,120.453156,4.1655807,20.149355,160.47737,7.829979,19.248365,0.14050706,0.07025353
17461282,235.02584393123615,0.4332112,11.878503864138857,0.38470572,240.70532,0.71248585,19.734686,114.6132,4.1213174,20.203314,151.21779,7.7263947,19.312893,0.12973629,0.064868145
17461284,235.9010921945147,0.41172567,10.415003795054702,0.35936004,261.75073,0.73039085,19.64368,123.45797,4.1530433,20.122602,165.56694,7.8219724,19.214466,0.14106768,0.07053384
17461285,234.95724085459315,0.4446172,11.260604739231455,0.39131263,237.17526,0.715128,19.750727,113.47923,4.1579933,20.21411,148.59885,7.771921,19.331861,0.12641044,0.06320522
17461286,235.72850506106641,0.44034573,11.779112631566493,0.39152756,235.92444,0.7097442,19.756468,112.941696,4.1307025,20.219265,147.74896,7.719111,19.338089,0.12365881,0.061829407
17461288,235.98964108149102,0.41479334,10.119443247393464,0.36067048,261.13388,0.7320359,19.646242,123.87971,4.1776505,20.1189,164.55432,7.8422894,19.221127,0.14872749,0.074363746
17461289,235.27971072834524,0.347692,11.84520457863486,0.3089135,307.6782,0.741973,19.468159,143.76039,4.094674,19.957302,196.07858,7.7410936,19.030825,0.13368769,0.066843845
17461290,236.25792586909802,0.4063174,11.600340413856236,0.3610663,258.169,0.72002774,19.65864,123.112526,4.1293807,20.125645,162.19945,7.726679,19.236776,0.14336944,0.07168472
17461291,236.00521139692322,0.45077085,10.442599484505552,0.39373863,236.42737,0.7184813,19.754156,111.96143,4.1547894,20.22873,149.13185,7.8122706,19.327974,0.13990067,0.069950335
17461293,235.58807712219874,0.33817038,10.506525575137191,0.29519984,326.58383,0.7591125,19.403414,154.81104,4.1788373,19.876896,205.92587,7.837761,18.977623,0.15260291,0.076301455
17461294,234.962818141303,0.40646616,10.02229753381287,0.35164663,269.23126,0.7383302,19.613087,128.77515,4.213818,20.07682,168.72865,7.872104,19.193928,0.12806542,0.06403271
17461295,235.5458947855371,0.44605777,11.711506690979416,0.39595544,233.21762,0.70927733,19.768997,110.7089,4.113861,20.240944,146.81445,7.72701,19.344978,0.12748942,0.06374471
17461296,236.197603922423,0.38839364,10.29731705825308,0.33880305,279.69324,0.7387521,19.571695,130.51149,4.1370764,20.062279,178.43503,7.8301897,19.1332,0.14048778,0.07024389
17461297,235.20094427509312,0.40287307,11.903939535207376,0.35813132,260.48328,0.72089756,19.64895,124.02295,4.1224537,20.117645,163.65146,7.7254257,19.2271,0.13005859,0.06502929
17461298,235.09185253254725,0.37170827,11.784924678199875,0.3297351,285.95874,0.7332074,19.547642,136.72466,4.1449747,20.011784,179.26733,7.7420735,19.128147,0.12996222,0.06498111
17461299,235.79219141390857,0.42114425,10.85442982887113,0.3696945,252.88405,0.7235247,19.681097,121.071365,4.1696897,20.143797,158.35828,7.7888083,19.262798,0.12320786,0.06160393
17461300,236.0832954771542,0.42814487,10.32436219177912,0.37346578,250.80853,0.7257311,19.690044,119.67696,4.1810193,20.156374,157.4938,7.8224654,19.268742,0.14020585,0.07010292
17461303,235.57040226705502,0.40632257,10.844280089070791,0.35634273,263.56094,0.72881603,19.636198,126.33096,4.1768637,20.097626,164.88339,7.796246,19.218958,0.117240764,0.058620382
17461304,236.21093641058692,0.36804032,11.13200185807775,0.32483718,291.49387,0.73810834,19.526827,139.43184,4.16089,19.990496,182.67111,7.76944,19.107725,0.12775034,0.06387517
17461306,235.28839643143158,0.35483676,11.58647284627136,0.3141206,302.2863,0.741385,19.487354,145.09552,4.1615825,19.947266,188.89047,7.756668,19.071375,0.1101252,0.0550626
17461307,235.65342774718042,0.43925944,10.45301738199035,0.3832499,243.69482,0.72237104,19.721285,116.27598,4.1787987,20.187675,153.0342,7.8197093,19.299929,0.14049761,0.070248805
17461309,235.87765119232944,0.3712658,10.84967708188943,0.32598978,291.05222,0.7404908,19.528473,138.75865,4.165426,19.99575,182.65929,7.796603,19.107796,0.123376206,0.061688103
17461310,234.83744213221826,0.3527254,11.49494104999461,0.31131956,305.79977,0.7443983,19.474808,146.55595,4.1676846,19.936392,191.33148,7.7730865,19.057434,0.117982045,0.058991022
17461311,235.47816580396363,0.3901978,10.053279034630663,0.3383497,280.79803,0.742342,19.567415,133.93535,4.200461,20.034163,176.15236,7.8620586,19.147179,0.12086629,0.060433146
17461312,234.8157482952283,0.32191092,11.95474984714734,0.28594697,335.85764,0.7542606,19.373013,159.33687,4.133714,19.84561,211.63199,7.748793,18.947947,0.14844698,0.07422349
17461313,235.683400087563,0.36498502,11.433364525996765,0.32288355,293.15,0.7377083,19.520676,140.56508,4.159519,19.981707,183.33922,7.757871,19.103762,0.11538547,0.057692736
17461314,236.06540038517574,0.36837688,11.691286430162464,0.32754055,287.79977,0.73290354,19.540674,137.6699,4.139958,20.004303,180.3508,7.730723,19.121605,0.12756498,0.06378249
17461315,235.0485748680148,0.3944078,10.347028924921812,0.34285313,276.3433,0.7390414,19.584778,131.9333,4.197511,20.050514,173.4505,7.847192,19.163961,0.13744082,0.06872041
17461317,234.91549568547717,0.37266588,10.60659168404657,0.32496008,293.06036,0.7449111,19.521008,139.49846,4.1827164,19.989977,184.1565,7.8344145,19.098932,0.13134834,0.06567417
17461318,234.59718303433553,0.34506336,11.810255619730635,0.3056324,311.785,0.7452695,19.453762,147.92508,4.136393,19.926296,196.45375,7.7568593,19.02875,0.14814278,0.07407139
17461319,234.9481977887634,0.34515023,10.320949268303002,0.29981554,321.63147,0.75954527,19.420004,152.38824,4.1898594,19.894022,202.79073,7.8633194,18.99428,0.13727233,0.068636164
17461320,236.24115012647897,0.34321636,11.20384919135816,0.30326772,315.00244,0.74785733,19.442616,146.74321,4.10528,19.935005,201.22993,7.7715282,19.002668,0.14899154,0.07449577
17461321,235.4846401872611,0.3615319,10.723899332669726,0.31642953,301.4378,0.7467047,19.490406,143.74628,4.1772666,19.957409,189.13754,7.816339,19.069956,0.122075215,0.061037607
17461323,235.10805358525843,0.33985138,11.09685503695158,0.2985905,321.31927,0.7534748,19.421059,153.60469,4.1755004,19.88539,201.20099,7.8012176,19.002825,0.109459326,0.054729663
17461324,234.58212777061135,0.3594558,11.476098427052738,0.3168693,299.9314,0.7424354,19.495846,143.70793,4.16937,19.957699,187.69862,7.7779756,19.078247,0.11924495,0.059622474
17461325,235.91475389023384,0.38580605,10.050753967169019,0.33505663,283.7181,0.7428475,19.556183,134.59555,4.1860237,20.028824,178.7836,7.8544655,19.13108,0.14865528,0.07432764
17461326,235.04040462468814,0.3555674,10.52120708984669,0.30982652,309.37686,0.7525108,19.462181,147.32956,4.1892223,19.930676,194.33994,7.8426237,19.040495,0.1291199,0.06455995
17461327,235.06991174303718,0.36640817,10.569636909978723,0.319522,298.69458,0.74738234,19.500332,141.74597,4.176561,19.972624,188.08255,7.8356824,19.076029,0.12912057,0.06456029
17461328,234.95205159537446,0.35308665,11.857593747611935,0.31337184,302.77954,0.7403536,19.485584,144.1739,4.1358886,19.954184,190.21078,7.743949,19.063812,0.12961103,0.064805515
17461329,234.92197174061826,0.3413439,11.350108988816904,0.300758,317.93225,0.7505539,19.432564,160.56929,4.2837086,19.837244,190.79979,7.7858014,19.060455,0.12624922,0.06312461
17461330,234.6570962893947,0.30560297,10.943951270006952,0.26747653,364.75037,0.774195,19.283411,183.61803,4.307896,19.691612,219.52733,7.8339677,18.908178,0.14282943,0.07141472
17461331,235.92161111406017,0.26780137,10.27379590312859,0.23330002,428.72922,0.80368435,19.107943,211.77599,4.2928014,19.536709,261.57794,7.8774066,18.717897,0.13990924,0.06995462
17461333,235.29225195799475,0.27670303,10.6092062542055,0.24162607,410.83347,0.7949126,19.154236,207.00266,4.323443,19.56146,246.68095,7.8589063,18.78156,0.121857755,0.060928877
17461334,235.2264352248559,0.251286,11.572656381594564,0.22235674,450.00275,0.8039186,19.055363,227.2589,4.298823,19.460098,269.64868,7.799632,18.684904,0.11003236,0.05501618
17461335,234.61821932105536,0.26859626,11.41586941118102,0.23660685,419.3717,0.7937382,19.131903,207.97998,4.2656264,19.556347,254.98416,7.8151374,18.745617,0.11936783,0.059683915
17461336,235.55302634121628,0.2758778,11.880795109443076,0.24548554,399.6445,0.78031063,19.184216,201.52356,4.2721386,19.590586,240.16982,7.7572093,18.810604,0.13421169,0.067105845
17461337,235.2374991954144,0.29122669,10.539748560611281,0.25401223,387.86002,0.7858839,19.216713,194.55376,4.311025,19.628801,233.67644,7.8593354,18.840363,0.12946774,0.06473387
17461338,235.418143804407,0.32918447,11.560886407265134,0.29144847,328.73428,0.75282156,19.396288,166.54034,4.2784343,19.797602,196.73761,7.7631297,19.027182,0.11036728,0.05518364
17461340,236.25724500408674,0.29405043,11.472044714061933,0.2608268,373.133,0.77082795,19.258741,186.47017,4.2517576,19.674877,225.54507,7.7665825,18.878817,0.148708,0.074354
17461341,234.34640321157923,0.33679983,11.931412095215459,0.29853582,319.7207,0.7483504,19.426474,161.4002,4.266239,19.83164,191.94926,7.75533,19.053934,0.12853444,0.06426722
17461342,235.09477180114663,0.28374374,11.331893708090847,0.25010493,392.84662,0.78235865,19.202843,198.39137,4.300228,19.607594,235.77205,7.8037977,18.83067,0.12658218,0.06329109
17461343,235.64405556286005,0.32018796,10.74859052975448,0.28050393,345.17508,0.7653028,19.343302,174.46106,4.308301,19.747154,207.00856,7.823131,18.97193,0.122343026,0.061171513
17461344,235.79186439874613,0.30495152,10.262670566724992,0.26549867,368.88092,0.77879864,19.271185,184.01845,4.299819,19.689247,223.19199,7.864104,18.890203,0.14101782,0.07050891
17461345,235.45649940589516,0.24639401,11.34259577853152,0.21750976,462.46652,0.8102573,19.0257,232.62431,4.2992787,19.434763,277.9364,7.8161716,18.652037,0.11506513,0.057532564
17461346,236.29319935596365,0.30158392,11.078739138885389,0.26606217,365.56125,0.7703933,19.281,184.56174,4.290652,19.686047,219.44878,7.7917457,18.908567,0.12796861,0.063984305
17461347,235.05789180609588,0.28383875,11.390593767386362,0.25036034,392.37418,0.7818021,19.20415,194.6249,4.255826,19.628405,238.53247,7.800547,18.818031,0.11846112,0.05923056
17461348,235.28847976592837,0.29479757,10.55695806531799,0.25723642,382.10745,0.78321403,19.232937,193.14424,4.3291235,19.636696,229.14029,7.854617,18.861647,0.12190671,0.060953356
17461349,234.47073930795096,0.2999355,11.362431319763678,0.26386833,369.58145,0.77354985,19.269125,185.75478,4.285253,19.67905,222.27052,7.8078055,18.894695,0.11917116,0.05958558
17461350,235.84194431146784,0.27992773,10.60939215258056,0.24493466,403.93884,0.79092747,19.172611,204.48134,4.3290887,19.574766,241.91309,7.8456135,18.802752,0.11434139,0.057170697
17461351,235.13452539925646,0.25544775,11.696508882834989,0.22635633,440.3378,0.79923564,19.078936,222.73407,4.299744,19.481934,263.8945,7.7896485,18.708324,0.11831511,0.059157554
17461352,236.04580933665224,0.27963093,11.705745879275485,0.24866544,393.8473,0.77822524,19.20008,197.63197,4.257427,19.611757,237.20364,7.759215,18.824097,0.12751175,0.06375588
17461353,235.74746949244334,0.28236574,10.167684306804643,0.24547221,404.24765,0.79461735,19.171782,202.95934,4.326706,19.582878,243.35258,7.8819613,18.79631,0.12475253,0.062376264
17461354,235.80640055624121,0.287102,10.578471345446417,0.2510714,392.57907,0.7864562,19.203583,198.73213,4.328016,19.60573,235.1086,7.8454413,18.833729,0.11430658,0.05715329
17461356,236.32962002196757,0.2807578,10.149957445506367,0.24452479,405.67267,0.7941944,19.167961,204.55792,4.3315597,19.57436,243.41751,7.87164,18.79602,0.11793406,0.05896703
17461357,235.14149193159145,0.26321888,11.471076329775538,0.2325085,427.34494,0.7955701,19.111454,215.16945,4.290898,19.51945,256.60413,7.802542,18.73874,0.109976485,0.054988243
17461358,236.24607133858885,0.2472294,10.84664030913088,0.21736202,463.72903,0.81298476,19.02274,234.79568,4.3299665,19.424675,277.66995,7.8372264,18.653078,0.11329839,0.056649193
17461359,236.17779625964891,0.3469676,10.907556334982143,0.30523616,312.87964,0.74913657,19.449957,157.9659,4.2864027,19.854992,187.822,7.7927732,19.077534,0.12791573,0.06395786
17461360,235.98152256753082,0.2562015,11.488316960103093,0.22707538,438.6785,0.7984384,19.083035,220.78622,4.284819,19.49147,263.6618,7.7885275,18.709282,0.12760617,0.063803084
17461362,235.21296631529972,0.2402894,10.783418481919927,0.21027635,483.53906,0.82361025,18.977322,243.2918,4.332038,19.386082,290.7017,7.868818,18.603281,0.12914725,0.06457362
17461363,234.533362540004,0.2520417,10.643660255798567,0.21957815,460.34842,0.8167064,19.030684,231.06593,4.334963,19.44206,277.35245,7.8867025,18.65432,0.1415686,0.0707843
17461364,235.89283991006295,0.24600941,11.545125984269863,0.21814558,459.85715,0.80680203,19.031843,231.45645,4.2887006,19.440228,276.3803,7.79224,18.658133,0.12737395,0.063686974
17461365,235.4559282105348,0.24311623,10.6720704888081,0.21261057,477.2744,0.82144487,18.99148,243.61858,4.3713937,19.384624,284.3938,7.8688765,18.6271,0.12207981,0.061039906
17461366,234.4165358563866,0.2510368,11.141856709488195,0.22012511,457.50754,0.81191146,19.037405,229.55931,4.3127003,19.449163,275.5628,7.8506494,18.661348,0.12789938,0.06394969
17461367,235.72446309885777,0.29976404,11.39121637589841,0.26506868,366.7158,0.76969784,19.277576,185.59627,4.289045,19.679977,219.66476,7.7797313,18.9075,0.11549725,0.057748623
17461368,236.03157233428968,0.24915215,11.278619223163336,0.22021495,455.46338,0.8067538,19.042267,229.43509,4.2984843,19.44975,273.5371,7.807597,18.66936,0.123091176,0.061545588
17461369,234.68499247753275,0.28923324,10.594720325194954,0.25195083,391.77557,0.7882391,19.205807,197.05345,4.322724,19.61494,235.60643,7.8671174,18.831432,0.1309259,0.06546295
17461370,235.62250051186726,0.20884737,11.721973768452049,0.18546985,558.4156,0.838094,18.821007,277.12357,4.1513157,19.244717,339.05292,7.5882335,18.436232,0.12762912,0.06381456
17461371,234.8080155750212,0.2700813,10.549196283406191,0.2352267,424.49933,0.8020656,19.118708,214.18208,4.341485,19.524443,254.97296,7.877201,18.745665,0.13121003,0.065605015
17461372,235.40885553970801,0.23834771,10.8963864689407,0.20905742,486.317,0.82343656,18.971102,245.27187,4.3306165,19.377281,291.75513,7.8568544,18.599354,0.11690284,0.05845142
17461373,234.37790500674325,0.28288242,11.459731699391137,0.24911718,394.95715,0.783725,19.197025,195.59071,4.254062,19.62303,240.09468,7.8096776,18.810944,0.11746987,0.058734935
17461374,235.2324718456213,0.237019,11.84828772520692,0.21055555,479.24805,0.8136456,18.987,239.41907,4.2706294,19.403503,289.60278,7.789451,18.607393,0.13358773,0.06679387
17461375,235.55602844108472,0.28652498,10.769494946801158,0.25100532,392.3763,0.78542924,19.204144,198.32516,4.3197703,19.607956,235.30771,7.8361855,18.83281,0.12215556,0.06107778
17461376,235.13370613067204,0.21241114,11.328910642605234,0.18724854,553.87256,0.84044015,18.829876,278.91415,4.2025,19.237724,332.53983,7.6229496,18.45729,0.10928206,0.05464103
17461377,235.2015711304622,0.25885063,11.217011711256761,0.22788654,438.26785,0.80184865,19.084051,220.69012,4.3033485,19.491943,263.14124,7.8231773,18.711428,0.10949275,0.054746374
17461378,234.84787790178405,0.27284834,10.941474219999163,0.23897055,415.58945,0.7952707,19.141739,209.19424,4.317948,19.550026,250.1419,7.8446097,18.766434,0.14322446,0.07161223
17461379,235.72462495795793,0.2614737,11.992003975603073,0.23318689,423.9085,0.7891897,19.12022,214.20912,4.2758694,19.524305,254.27475,7.752536,18.748642,0.12344387,0.061721936
17461380,234.74514882944325,0.23654494,11.63758898444225,0.20912345,484.21405,0.818229,18.975807,244.87793,4.316609,19.379026,290.24197,7.814372,18.605,0.11935772,0.05967886
17461381,234.54428989012135,0.22558065,11.292653125378012,0.19831628,517.0706,0.83443844,18.904526,270.40054,4.4137816,19.271381,301.4494,7.8495517,18.563864,0.12796806,0.06398403
17461382,234.7226114983713,0.2030733,11.79952362010565,0.17992672,579.5709,0.8474734,18.780634,302.72522,4.281618,19.148779,338.88376,7.6003785,18.436773,0.14842099,0.074210495
17461383,235.00204815016264,0.22759658,10.777036084142617,0.1989957,516.3663,0.8372785,18.906006,270.75705,4.4403205,19.26995,300.8496,7.878685,18.566027,0.12876196,0.06438098
17461384,235.07062315033875,0.2245478,11.290053024549467,0.19779278,518.1973,0.8337926,18.902163,271.83368,4.4192777,19.265642,301.79648,7.839507,18.562614,0.12658404,0.06329202
17461385,235.67244649389542,0.20856218,10.090249356869274,0.18106861,580.9981,0.8598473,18.777964,307.62567,4.3757677,19.131344,336.4635,7.7059793,18.444555,0.124701336,0.062350668
17461386,235.50524173610583,0.24328105,11.650506912207447,0.2157359,465.54926,0.80907804,19.018486,244.99194,4.392375,19.378521,270.33643,7.78947,18.682138,0.11043718,0.05521859
17461387,235.15979896618845,0.22989598,10.476011474101547,0.20028427,513.3327,0.8381514,18.912403,268.70352,4.4472213,19.278217,299.558,7.897578,18.570698,0.13750762,0.06875381
17461388,234.57054369072046,0.21884684,10.967435163920362,0.19154434,540.47064,0.83930355,18.85647,280.988,4.289769,19.229681,316.33734,7.6520815,18.511524,0.12936132,0.06468066
17461389,236.2159915730963,0.25064114,10.176577610491648,0.21828684,463.25934,0.818083,19.02384,242.74574,4.4324646,19.388521,269.5763,7.884758,18.685196,0.11769844,0.05884922
17461390,235.4401109938686,0.21743864,10.706591027145924,0.19023538,545.0704,0.84133244,18.84727,283.7834,4.2947974,19.218933,318.6093,7.6553674,18.503754,0.122015,0.0610075
17461391,234.7416262906466,0.21062554,11.17758165699825,0.18500872,562.6912,0.8458906,18.812725,292.7245,4.286014,19.185253,329.15033,7.6397343,18.468414,0.12611042,0.06305521
17461392,235.35159138381098,0.21934314,11.116484482387746,0.19294082,534.2809,0.83404154,18.868977,281.1945,4.305471,19.228884,310.21326,7.6236463,18.53275,0.10983365,0.054916825
17461394,235.66635403578127,0.21087976,11.173960239538982,0.18586256,558.4941,0.8423363,18.820854,293.60562,4.3036613,19.18199,324.61334,7.620442,18.483484,0.115593135,0.057796568
17461395,235.52742764227904,0.20417689,10.319991232684684,0.17773245,593.7243,0.86315113,18.754438,308.9895,4.3250194,19.126541,347.688,7.6964464,18.408926,0.15271868,0.07635934
17461396,234.81558594733931,0.2127525,11.593654442201768,0.18802315,550.00085,0.8375299,18.837492,287.32492,4.2751813,19.205467,320.72202,7.604517,18.496578,0.119522676,0.059761338
17461397,234.64578585120384,0.23413372,10.404641151942277,0.20338885,504.81296,0.83642066,18.930574,260.3516,4.416035,19.3125,297.65598,7.91215,18.577614,0.12720893,0.06360447
17461398,234.5145640905732,0.20895322,10.256626856754595,0.18105702,581.7149,0.86130124,18.776625,305.1203,4.355924,19.140223,338.82294,7.717231,18.436968,0.12713087,0.06356543
17461399,236.00635822133285,0.17366087,11.31603679045206,0.15355822,706.2268,0.89584535,18.56604,364.52676,4.287466,18.947077,416.10675,7.64833,18.213888,0.123006314,0.061503157
17461400,235.34918545478556,0.23521963,11.41269009674481,0.20776702,487.81866,0.820158,18.967754,256.75433,4.4098396,19.327606,283.22354,7.816109,18.631577,0.109572835,0.054786418
17461401,236.2720241817253,0.211542,11.82908360809198,0.18860506,545.6078,0.8310238,18.846199,283.70114,4.242583,19.219248,319.7667,7.560042,18.499817,0.15717563,0.078587815
17461402,236.0445780927906,0.18010427,11.184628123914504,0.15898332,676.57666,0.8859935,18.612608,353.19644,4.3086753,18.98136,394.79413,7.6468434,18.270973,0.12320872,0.06160436
17461403,235.4802693535255,0.1707085,11.632283805556865,0.1513271,718.2002,0.89870614,18.547787,375.85788,4.3117876,18.913841,418.11517,7.6371913,18.20866,0.11041064,0.05520532
17461404,235.9694754499155,0.19820274,11.880836689976102,0.17664334,591.0352,0.84858537,18.759367,307.777,4.255768,19.13081,345.67078,7.574618,18.415243,0.13594754,0.06797377
17461405,234.32178923233658,0.1961761,10.79996519578602,0.171143,621.2478,0.8723364,18.705238,323.00067,4.3196483,19.078392,363.5982,7.692608,18.360346,0.12908596,0.06454298
17461406,235.96966670235562,0.20682183,10.430870125859435,0.1806017,581.21564,0.85646415,18.777557,303.242,4.3173046,19.146927,339.57318,7.675763,18.434566,0.13983634,0.06991817
17461407,235.19968371507815,0.19671063,11.154374474367758,0.17302662,610.1912,0.8632651,18.724735,321.1646,4.324711,19.084581,354.2709,7.6453786,18.388561,0.10954908,0.05477454
17461408,236.24702696192054,0.22513896,10.766378400640502,0.19771835,519.2433,0.8358994,18.899973,270.78946,4.4082127,19.269821,303.0423,7.8559103,18.558142,0.11337368,0.05668684
17461409,236.00401199498734,0.23854652,10.337943944655347,0.20806119,490.20416,0.8281863,18.962458,254.32835,4.4115353,19.337914,287.46378,7.884977,18.615442,0.14001672,0.07000836
17461410,234.4629533988172,0.20426083,11.189170011718199,0.17925864,585.00775,0.8549938,18.770496,305.93076,4.307935,19.137342,341.0547,7.6503854,18.42984,0.12793253,0.06396627
17461411,235.4546967263423,0.19620201,10.406901087326792,0.17095107,622.5127,0.87357545,18.70303,324.89734,4.3396935,19.072035,364.25732,7.6996465,18.35838,0.15244085,0.07622042
17461412,235.26170562389478,0.2094797,11.304666735803725,0.18468995,562.6992,0.8437717,18.81271,296.1699,4.306032,19.172548,326.69574,7.619848,18.476542,0.10951854,0.05475927
17461413,236.1854438667289,0.18579309,11.199482629138648,0.16412413,650.06433,0.8757468,18.65601,339.51483,4.307472,19.024254,380.13153,7.635763,18.312065,0.14886805,0.07443403
17461414,234.6541169872925,0.19349863,10.370938388044307,0.16801672,637.07196,0.88120353,18.677929,333.20062,4.3531046,19.044636,371.36267,7.721962,18.337404,0.12726136,0.06363068
17461415,235.24719711515544,0.20136692,11.258841411602534,0.1774134,591.4007,0.8551735,18.758696,306.05826,4.2744703,19.13689,347.61774,7.632962,18.409145,0.10953364,0.05476682
17461416,235.70380586892674,0.21028154,11.554791674138226,0.18635876,555.1749,0.8379817,18.827326,291.15305,4.2825356,19.191097,323.4134,7.591846,18.487505,0.127958,0.063979
17461417,234.79432896902227,0.19289196,10.579834947901018,0.1680616,635.7328,0.8786008,18.680214,332.24786,4.3409405,19.047745,370.84253,7.7032704,18.338926,0.13114932,0.06557466
